Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
1aSGE7H6pkelrCmdzMquEg,"Five Magics","Rust In Peace","Megadeth",1990-01-01,342826,45,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"thrash metal,metal,heavy metal,speed metal","Capitol Records",0.258,0.928,9,-10.858,0,0.317,0.0114,0.443,0.307,0.199,174.639,4
4RdpSi00jdvfRLZb3Q1WhB,"Transgender Dysphoria Blues","Transgender Dysphoria Blues","Against Me!",2014-01-21,196400,30,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"folk punk,punk,skate punk","Total Treble",0.492,0.937,4,-3.639,1,0.0945,0.000514,0.13,0.204,0.498,104.842,4
5TwX6zzWeK15M0mm6StdLA,"M3 N MIN3","M3 N MIN3","femtanyl,Danny Brown",2024-10-15,131200,55,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"breakcore,hyperpop,speedcore,experimental hip hop,alternative hip hop","SpikeChain Records",0.526,0.994,9,-3.224,1,0.233,0.0000733,0.668,0.743,0.352,150.087,4
1i5u28LuH3TddcRfOC7Y8U,"RE RESCUE","RE RESCUE","Reol",2024-10-06,233543,48,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"vocaloid,j-pop,j-rock","Sony Music Labels Inc.",0.534,0.97,2,-2.503,1,0.158,0.0155,0,0.38,0.495,94.99,4
71K5XMKY9Q3GWTIVQWrPRj,"Browser History","An Obsession With Kit","Graham Kartna",2013-02-01,139133,52,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"","853657 Records DK",0.64,0.756,3,-8.841,1,0.032,0.21,0.84,0.136,0.182,104.995,4
70WFvp0yF9m1asIb60gKcj,"I Fucked Yr Mom","Juno Goes to the Big House","Sorry Mom",2021-04-20,152363,50,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"","Brandy Melville Records",0.642,0.643,7,-7.7,1,0.0665,0.148,0.000229,0.226,0.219,164.847,4
5dptcPc81FCiyCPsNvl0qu,"GIRL HELL 1999","GIRL HELL 1999","femtanyl",2023-08-25,145371,58,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"breakcore,hyperpop,speedcore","SpikeChain Records",0.508,0.964,7,-4.819,1,0.274,0.0000471,0.0585,0.0915,0.34,174.972,4
5NO5HPCDG8Y0ErpAISWQOJ,"PUSH UR T3MPRR","PUSH UR T3MPRR","femtanyl",2023-07-18,148645,58,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"breakcore,hyperpop,speedcore","SpikeChain Records",0.631,0.915,1,0.016,1,0.271,0.0163,0.00048,0.0499,0.473,155.02,4
03p1bgcOw398mneQ9H8891,"as good a reason","Cacophony","Paris Paloma",2024-08-30,169721,60,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"","Nettwerk Music Group",0.658,0.766,10,-5.463,0,0.0438,0.0998,0,0.118,0.446,103.973,4
0XWlwlGax87NoRTq4pl1iY,"Dirty Dream","Dirty Dream","Anya Nami",2024-06-14,157333,39,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"","The System",0.694,0.606,1,-7.136,0,0.0366,0.75,0.00133,0.19,0.397,89.999,4
4dTM35eH5nmPRZcQ2ltlKr,"Mad IQs","RAZZMATAZZ","I DONT KNOW HOW BUT THEY FOUND ME",2020-10-23,182811,50,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"","Fearless Records",0.728,0.7,8,-5.066,0,0.0388,0.0094,0.00000162,0.591,0.936,104.989,4
095t81N10yU8WYZGM6DAC6,"Pink Sand","Chip Heat","EX-LYD",2020-07-26,312017,34,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"","Independent",0.523,0.915,4,-7.67,0,0.0484,0.00106,0.393,0.5,0.733,167.973,4
0nObOnIxnz6PlPf04tZh1g,"Honey","K.G.","King Gizzard & The Lizard Wizard",2020-11-20,273854,41,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"psychedelic rock,acid rock,psychedelic pop","KGLW (King Gizzard & the Lizard Wizard)",0.575,0.558,11,-10.254,1,0.0321,0.0518,0.276,0.118,0.826,155.894,1
1YNcvRZoNJUjR4opG7Qr9o,"Jump the Turnstile","Summer's Over","Jordana,TV Girl",2021-10-13,222750,60,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"","Summer's Over",0.74,0.802,0,-8.342,0,0.0478,0.181,0.819,0.398,0.964,160.014,4
5vRXG939KMWdIPdLRYo9kw,"New Invention","RAZZMATAZZ","I DONT KNOW HOW BUT THEY FOUND ME",2020-10-23,191593,54,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"","Fearless Records",0.489,0.854,0,-3.03,1,0.079,0.00842,0.00000406,0.091,0.763,180.138,4
37mfTcSlX60JtAvAETytGs,"Choke","Choke","I DONT KNOW HOW BUT THEY FOUND ME",2018-08-24,195717,65,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"","Fearless Records",0.516,0.85,4,-3.909,0,0.0706,0.00139,0,0.296,0.583,120.324,4
0TmyUXS2L6qBjNHSgzg13k,"yoshis island (world 7x7 mix)","alchemist rats beg bashful (remixes)","glass beach,Clover & Sealife",2021-03-05,244131,19,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"","Run For Cover Records",0.56,0.915,6,-5.294,0,0.0654,0.0145,0.0372,0.1,0.961,117.899,4
7FOgcfdz9Nx5V9lCNXdBYv,"Red Wine Supernova","The Rise and Fall of a Midwest Princess","Chappell Roan",2023-09-22,192720,82,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"","Chappell Roan PS/ Island",0.657,0.82,9,-4.448,1,0.0441,0.0176,0,0.0847,0.709,124.041,4
08FrL2S2aHgXbexMJge9js,"Where Does the DJ Go?","DISCO (Deluxe)","Kylie Minogue",2020-11-06,181680,35,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"dance pop","BMG Rights Management (UK) Ltd.",0.771,0.82,6,-4.398,0,0.0593,0.0234,0.00021,0.287,0.736,133.002,4
274tSPavv09i163nBnYrCU,"Kicks","The Attractions Of Youth","Barns Courtney",2017-09-29,195173,55,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"gothic country","EMI",0.64,0.83,10,-5.43,0,0.0652,0.129,0,0.29,0.62,95.004,4
7yBjQ29XKxHlxuqycHuvmm,"Wet","Maggot","Dazey and the Scouts",2017-04-13,171575,70,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"","16 Entertainment LLC, under exclusive license from Dazey and The Scouts",0.509,0.922,9,-5.597,0,0.0524,0.0167,0.0000126,0.712,0.649,95.921,4
0vf2eBw2inhl8y61cYQMv2,"Devil Town","Cavetown","Cavetown",2015-11-09,179955,71,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"bedroom pop","Oat Milk Industries and Many Hats Endeavors",0.576,0.759,3,-8.165,1,0.0599,0.12,0,0.121,0.501,99.969,4
6IPwKM3fUUzlElbvKw2sKl,"we fell in love in october","we fell in love in october / October Passed Me By","girl in red",2018-11-21,184153,83,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"bedroom pop","world in red",0.566,0.366,7,-12.808,1,0.028,0.113,0.181,0.155,0.237,129.96,4
5K43AHQPTJTqlyRZ3uBGKz,"A Good Song Never Dies","The Original Motion Picture Soundtrack","Saint Motel",2021-06-25,201013,56,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"","Elektra (NEK)",0.682,0.811,2,-3.551,0,0.0433,0.0535,0,0.0703,0.565,119.967,4
7mykoq6R3BArsSpNDjFQTm,"I Really Want to Stay at Your House","Cyberpunk 2077: Radio, Vol. 2 (Original Soundtrack)","Rosa Walton,Hallie Coggins",2020-12-18,246652,74,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"","Lakeshore Records",0.49,0.738,3,-7.399,0,0.0367,0.00237,0.00000458,0.0851,0.126,124.966,4
7yMiX7n9SBvadzox8T5jzT,"Clint Eastwood","Gorillaz","Gorillaz",2001,340920,68,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"","Parlophone UK",0.663,0.694,10,-8.627,0,0.171,0.0253,0,0.0698,0.525,167.953,4
51rXHuKN8Loc4sUlKPODgH,"King's Dead (with Kendrick Lamar, Future & James Blake)","King's Dead (with Kendrick Lamar, Future & James Blake)","Jay Rock,Kendrick Lamar,Future,James Blake",2018-01-12,229670,68,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"hip hop,west coast hip hop,rap","Black Panther (TDE/DMG) PS",0.645,0.705,1,-5.008,1,0.299,0.000813,0,0.128,0.376,137.133,4
7ssKQDHJe7PhzFt0RBFlgt,"Pin","Art Angels","Grimes",2015-11-06,212439,48,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"art pop,indietronica","4AD",0.612,0.886,10,-4.696,1,0.0506,0.00569,0.000771,0.286,0.692,141.966,4
0kHwTHf8ye0mSd66pwcrEN,"How You Like Me Now","The House That Dirt Built","The Heavy",2009-10-05,217493,60,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"","Counter Records",0.647,0.71,0,-4.692,1,0.029,0.000973,0.703,0.0777,0.268,110.059,4
4xdBrk0nFZaP54vvZj0yx7,"HOT TO GO!","The Rise and Fall of a Midwest Princess","Chappell Roan",2023-09-22,184841,86,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"","Chappell Roan PS/ Island",0.742,0.757,6,-4.981,1,0.0421,0.0187,0,0.305,0.957,139.982,4
0WbMK4wrZ1wFSty9F7FCgu,"Good Luck, Babe!","Good Luck, Babe!","Chappell Roan",2024-04-05,218423,92,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"","Chappell Roan PS/ Island",0.7,0.582,11,-5.96,0,0.0356,0.0502,0,0.0881,0.785,116.712,4
5N3hjp1WNayUPZrA8kJmJP,"Please Please Please","Please Please Please","Sabrina Carpenter",2024-06-06,186365,84,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"","Island Records",0.669,0.586,9,-6.073,1,0.054,0.274,0,0.104,0.579,107.071,4
2qSkIjg1o9h3YT9RAgYN75,"Espresso","Espresso","Sabrina Carpenter",2024-04-12,175459,88,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"","Island Records",0.701,0.76,0,-5.478,1,0.0285,0.107,0.0000654,0.185,0.69,103.969,4
4S0zagxseJHOL5ZVnTQA6X,"Playing God","Remember That You Will Die","Polyphia",2022-10-28,205925,60,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"math rock,djent,progressive metal,progressive rock","Rise Records",0.601,0.789,4,-6.822,0,0.0328,0.0395,0.812,0.114,0.315,137.06,4
4vwHBxN5OGtUqqUWvWClGd,"757","10,000 gecs","100 gecs",2023-03-17,126426,51,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"hyperpop,glitch","Dog Show Records",0.343,0.905,7,-2.829,0,0.539,0.0021,0,0.0984,0.628,200.216,4
6ZZ2zeU4PpDz75fGRgiqbn,"I've Been Everywhere","Country Truckin'","Johnny Cash",2019-03-22,196733,39,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"country","UME - Global Clearing House",0.731,0.779,11,-5.884,0,0.066,0.597,0.00000174,0.312,0.817,112.201,4
50u2y4zgROMZq2db8Qx94B,"cold weather","the first glass beach album","glass beach",2019-05-18,138119,51,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"","Run For Cover Records",0.341,0.661,10,-4.251,1,0.0335,0.00422,0,0.103,0.675,154.99,4
6OiRh4kttAs1YWglvTcYkB,"Alrighty Aphrodite","Being So Normal","Peach Pit",2018-06-28,207813,63,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"","Columbia",0.534,0.724,6,-4.675,0,0.0495,0.00605,0.0929,0.108,0.503,81.846,4
5ruzrDWcT0vuJIOMW7gMnW,"The Adults Are Talking","The New Abnormal","The Strokes",2020-04-10,309053,77,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"garage rock,indie rock,alternative rock","Cult Records/RCA Records",0.593,0.749,5,-5.67,1,0.0475,0.0113,0.106,0.314,0.649,164.959,4
2n0U2OG5d6TuW5mKx7YrC0,"Two Birds","Far","Regina Spektor",2009-06-19,195840,70,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"","Sire",0.546,0.5,0,-8.881,1,0.0379,0.802,0.00108,0.107,0.449,150.92,4
7B3z0ySL9Rr0XvZEAjWZzM,"Sofia","Immunity","Clairo",2019-08-02,188386,77,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"bedroom pop","FADER Label",0.744,0.619,0,-9.805,1,0.039,0.598,0.00372,0.231,0.641,112.997,4
7EkWXAI1wn8Ii883ecd9xr,"Freaks","Freaks","Surf Curse",2021-05-15,147062,83,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"indie","Surf Curse",0.345,0.941,9,-9.918,1,0.0466,0.0000384,0.633,0.0511,0.407,179.626,4
4UiAhSACeY0Xt1zOZ9ZnJP,"bathroom community","alchemist rats beg bashful (remixes)","glass beach,Pinkshift",2021-03-05,346743,28,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"","Run For Cover Records",0.591,0.717,6,-4.173,1,0.0439,0.108,0,0.0484,0.489,134.963,4
3tgkPvAtm5Pm4io5xKKKYj,"MURDER EVERY 1 U KNOW!","CHASER","femtanyl,takihasdied",2023-08-27,125117,40,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"breakcore,hyperpop,speedcore","SpikeChain Records",0.722,0.956,11,0.235,1,0.0736,0.00201,0.268,0.055,0.967,85.065,4
3IX0yuEVvDbnqUwMBB3ouC,"bad idea right?","GUTS","Olivia Rodrigo",2023-09-08,184783,76,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"","Olivia Rodrigo PS",0.631,0.881,9,-3.545,1,0.0995,0.00177,0.0000045,0.0639,0.808,129.981,4
7mtVV0E0T1k6KejbjKaBJL,"WEIGHTLESS!","WEIGHTLESS!","femtanyl",2024-04-24,144804,50,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"breakcore,hyperpop,speedcore","SpikeChain Records",0.44,0.909,1,-6.008,0,0.0484,0.00189,0.978,0.187,0.388,179.006,3
1w0AFg23E67l57A3RMiXjC,"P3T","P3T","femtanyl",2023-07-03,102857,55,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"breakcore,hyperpop,speedcore","SpikeChain Records",0.59,0.998,5,-2.945,1,0.227,0.00157,0.906,0.288,0.403,168.024,4
1sMnIXDRXzUGk1fSPBfcFI,"the CIA","plastic death","glass beach",2024-01-19,282203,36,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"","Run For Cover Records",0.303,0.884,4,-4.232,1,0.0806,0.00128,0.00271,0.696,0.463,135.017,4
0s4SBcxkhUzP14eFKrWdEC,"commatose","plastic death","glass beach",2024-01-19,589551,38,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"","Run For Cover Records",0.254,0.752,5,-5.655,1,0.0594,0.13,0.0286,0.0964,0.124,145.595,4
5iAE3uBqaZm9aHUx9yy6a0,"KATAMARI","KATAMARI","femtanyl",2023-08-13,158117,61,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"breakcore,hyperpop,speedcore","SpikeChain Records",0.626,0.974,1,1.602,1,0.232,0.000478,0.547,0.821,0.763,169.938,4
2ntvY5etas0PYYF5bPujuh,"DINNER!","DINNER!","femtanyl",2023-10-16,136449,56,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"breakcore,hyperpop,speedcore","SpikeChain Records",0.5,0.995,10,-4.627,0,0.0813,0.000795,0.475,0.0928,0.885,156.033,4
16ro1is6DmDKkarlJMBbzV,"When It Lands","How to: Friend, Love, Freefall","Rainbow Kitten Surprise",2018-04-06,269053,57,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"","Elektra (NEK)",0.727,0.48,5,-9.278,0,0.0987,0.444,0,0.118,0.369,120.025,4
6uuBSo3wXnosEWVXRzZDTf,"Nice Boys","Care","TEMPOREX",2017-01-11,180800,60,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"bedroom pop","NBI",0.557,0.672,2,-10.802,1,0.104,0.478,0.803,0.223,0.324,75.108,4
6YGxNa7zjX5xkFSpb22iia,"Bridget","Bridget","Jay Eazy,Hunna G",2024-02-15,125208,21,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"","SRG",0.862,0.647,11,-10.284,0,0.424,0.0273,0,0.29,0.602,156.136,4
43iIQbw5hx986dUEZbr3eN,"From The Start","Bewitched","Laufey",2023-09-08,169573,81,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"","Laufey",0.554,0.339,1,-10.088,1,0.0779,0.886,0.00128,0.11,0.83,80.994,4
5JdhNgm55RwVD2MmvcHJDU,"Thank God You Introduced Me to Your Sister","Thank God You Introduced Me to Your Sister","Sarah Barrios",2021-07-23,159292,40,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"","Visionary Records/Arista",0.705,0.736,8,-4.93,1,0.0319,0.0014,0.00233,0.453,0.91,123.013,4
5zZWKugaE2ZmnZN77HVfUH,"Momentary Bliss (feat. slowthai and Slaves)","Momentary Bliss (feat. slowthai and Slaves)","Gorillaz,slowthai,SOFT PLAY",2020-01-30,221386,32,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"grime","Parlophone UK",0.641,0.807,9,-6.73,1,0.239,0.0851,0.0000238,0.64,0.712,158.071,4
7hRgBIc6DHSAup9lH11VNZ,"LEMONS (with Cavetown)","LEMONS (with Cavetown)","Brye,Cavetown",2020-09-09,232844,55,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"bedroom pop","Brye",0.624,0.344,4,-10.819,0,0.343,0.673,0,0.267,0.595,158.863,4
3MwUMfuXTpEb1lwu18fLN0,"-FINAL SIGMA-","Σ","Reol",2016-10-19,117706,26,z9xc6iyksrgs1p8ekhjqklyyn,2024-11-11T02:41:15Z,"vocaloid,j-pop,j-rock","TOY'S FACTORY",0.676,0.852,1,-3.672,1,0.324,0.000159,0.00684,0.0792,0.769,128.008,4
